"query_pid";"dataset_pid";"original";"normalized";"norm_hash";"result_hash";"updated_at";"meta_data";"created_at"
"qu-a3bbe4a0-a875-4687-bb78-9457f33134a9";"s2a_prd_msil1c";"{'status': 'success', 'code': 200, 'data': ""<?xml version='1.0' encoding='ISO-8859-1' standalone='no'?><csw:GetRecords xmlns:csw='http://www.opengis.net/cat/csw/2.0.2' xmlns:ogc='http://www.opengis.net/ogc' service='CSW' version='2.0.2' resultType='results' startPosition='1' maxRecords='1000' outputFormat='application/json' outputSchema='http://www.isotc211.org/2005/gmd' xmlns:xsi='http://www.w3.org/2001/XMLSchema-instance' xsi:schemaLocation='http://www.opengis.net/cat/csw/2.0.2 http://schemas.opengis.net/csw/2.0.2/CSW-discovery.xsd' xmlns:gml='http://www.opengis.net/gml' xmlns:gmd='http://www.isotc211.org/2005/gmd' xmlns:apiso='http://www.opengis.net/cat/csw/apiso/1.0'><csw:Query typeNames='csw:Record'><csw:ElementSetName>full</csw:ElementSetName><csw:Constraint version='1.1.0'><ogc:Filter><ogc:And><ogc:PropertyIsEqualTo><ogc:PropertyName>apiso:ParentIdentifier</ogc:PropertyName><ogc:Literal>s2a_prd_msil1c</ogc:Literal></ogc:PropertyIsEqualTo><ogc:PropertyIsGreaterThanOrEqualTo><ogc:PropertyName>apiso:TempExtent_begin</ogc:PropertyName><ogc:Literal>2017-05-01T00:00:00Z</ogc:Literal></ogc:PropertyIsGreaterThanOrEqualTo><ogc:PropertyIsLessThanOrEqualTo><ogc:PropertyName>apiso:TempExtent_end</ogc:PropertyName><ogc:Literal>2017-05-31T23:59:59Z</ogc:Literal></ogc:PropertyIsLessThanOrEqualTo><ogc:BBOX><ogc:PropertyName>ows:BoundingBox</ogc:PropertyName><gml:Envelope><gml:lowerCorner>46.905246 10.288696</gml:lowerCorner><gml:upperCorner>45.935871 12.189331</gml:upperCorner></gml:Envelope></ogc:BBOX><ogc:PropertyIsLessThanOrEqualTo><ogc:PropertyName>apiso:Modified</ogc:PropertyName><ogc:Literal>2019-03-31 17:36:43.064445</ogc:Literal></ogc:PropertyIsLessThanOrEqualTo></ogc:And></ogc:Filter></csw:Constraint><ogc:SortBy><ogc:SortProperty><ogc:PropertyName>dc:date</ogc:PropertyName><ogc:SortOrder>ASC</ogc:SortOrder></ogc:SortProperty></ogc:SortBy></csw:Query></csw:GetRecords>""}";"{'bands': None, 'data_id': None, 'derived_from': None, 'extent': {'extent': {'crs': 'EPSG:4326', 'east': 12.189331, 'north': 46.905246, 'south': 45.935871, 'west': 10.288696}}, 'license': None, 'name': 's2a_prd_msil1c', 'time': {'extent': ['2017-05-01', '2017-05-31']}}";"0917c7a21cec960b8a6617b22ad26578c2c67f0b0501ba1a359b078c6c51d77d";"abf43f519007050cbaeb59a067a2226d64b041c6d6ec323b2401109176e66455";"2019-03-31 17:36:44.613893";"{'result_files': 51}";"2019-03-31 17:36:43.064445"
